Unnamed: 0,casa,tarifa,alfa,conf_tip,cargas,fit_min,fit_med,fit_max,std_dev,consumo,custo_min,custo_med,custo_max,target,conf_min,conf_med,conf_max,t_med,temp,umidade,humor,omega,rel_alt
2023-02-13 17:04:20,90,ToU,0.25,Fuzzy,Padrão B,1.18,1.21,1.23,0.014,14.5,12.2,13.3,14.8,13.8,0.9,0.95,0.98,0.593,9.3,72.4,1.5,0.17,1
2023-02-13 17:04:21,91,ToU,0.75,Fuzzy,Padrão C,1.06,1.13,1.15,0.026,4.86,3.59,3.69,4.11,4.04,0.93,0.96,0.98,0.0888,34.6,30.1,3.3,0.76,1
2023-02-13 17:04:22,92,ToU,0.0,Fuzzy,Padrão A,1.27,1.27,1.28,0.0025,16.4,13.6,15.1,16.0,15.8,0.94,0.96,0.98,1.76,5.4,64.2,4.0,0.18,1
2023-02-13 17:04:23,93,ToU,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,3.65,3.99,4.1,4.04,0.96,0.98,0.99,0.0727,16.1,86.6,8.9,0.16,0
2023-02-13 17:04:24,94,ToU,0.25,Fuzzy,Padrão B,1.18,1.21,1.23,0.015,14.5,12.2,13.4,14.7,13.8,0.91,0.95,0.97,0.649,4.3,47.6,2.0,0.16,1
2023-02-13 17:04:25,95,ToU,0.75,Fuzzy,Padrão C,1.07,1.13,1.15,0.027,4.86,3.59,3.71,4.05,4.04,0.93,0.96,0.98,0.0955,30.0,81.5,6.9,0.55,1
2023-02-13 17:04:26,96,ToU,1.0,No_fuzzy,Padrão B,0.925,1.03,1.11,0.057,14.5,12.2,13.3,14.8,13.8,0.52,0.72,0.81,0.758,21.0,43.6,2.1,0.56,0
2023-02-13 17:04:27,97,ToU,1.0,Fuzzy,Padrão A,1.07,1.15,1.24,0.05,16.4,12.0,13.3,14.6,15.8,0.82,0.88,0.91,2.35,34.2,25.6,9.9,0.5,1
2023-02-13 17:04:28,98,ToU,0.25,No_fuzzy,Padrão C,1.21,1.22,1.23,0.0077,4.86,3.59,3.74,4.06,4.04,0.94,0.96,0.99,0.091,30.4,31.7,2.1,0.7,0
2023-02-13 17:04:29,99,ToU,1.0,No_fuzzy,Padrão C,0.988,1.07,1.11,0.041,4.86,3.59,3.74,4.09,4.04,0.93,0.96,0.98,0.0892,6.0,35.2,1.5,0.16,0
2023-02-13 17:04:30,100,ToU,0.5,Fuzzy,Padrão B,1.11,1.16,1.19,0.025,14.5,12.2,13.2,14.6,13.8,0.91,0.95,0.97,0.655,2.7,57.9,5.2,0.16,1
2023-02-14 17:02:27,1,TC,0.0,Fuzzy,Padrão B,1.19,1.25,1.27,0.016,14.5,12.7,12.7,12.7,12.7,0.67,0.87,0.95,0.762,32.0,9.5,4.5,0.57,1
2023-02-14 17:02:28,2,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0707,26.3,96.2,4.1,0.48,0
2023-02-14 17:02:29,3,TC,0.0,Fuzzy,Padrão B,1.2,1.24,1.27,0.017,14.5,12.7,12.7,12.7,12.7,0.7,0.84,0.96,0.773,40.0,16.2,4.5,0.67,1
2023-02-14 17:02:30,4,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.819,34.3,71.7,1.7,0.84,0
2023-02-14 17:02:31,5,TC,0.0,Fuzzy,Padrão B,1.21,1.25,1.27,0.014,14.5,12.7,12.7,12.7,12.7,0.75,0.89,0.95,0.702,18.9,54.6,3.9,0.43,1
2023-02-14 17:02:32,6,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.44,31.7,26.6,3.6,0.69,0
2023-02-14 17:02:33,7,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0018,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.071,10.5,81.4,2.7,0.19,1
2023-02-14 17:02:34,8,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.45,14.2,31.7,8.6,0.18,0
2023-02-14 17:02:35,9,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.002,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0716,25.0,35.9,2.8,0.51,1
2023-02-14 17:02:36,10,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.56,8.5,51.8,1.2,0.16,1
2023-02-14 17:02:37,11,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.813,27.5,75.5,5.0,0.31,0
2023-02-14 17:02:38,12,TC,0.0,Fuzzy,Padrão B,1.18,1.23,1.27,0.025,14.5,12.7,12.7,12.7,12.7,0.62,0.81,0.94,0.972,35.3,7.7,2.2,0.84,1
2023-02-14 17:02:39,13,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0731,6.9,57.5,1.5,0.16,1
2023-02-14 17:02:40,14,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.81,29.4,16.0,9.1,0.39,0
2023-02-14 17:02:41,15,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.566,7.4,27.7,2.1,0.16,1
2023-02-14 17:02:42,16,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.812,30.9,14.7,4.4,0.58,0
2023-02-14 17:02:43,17,TC,0.0,Fuzzy,Padrão B,1.22,1.25,1.27,0.015,14.5,12.7,12.7,12.7,12.7,0.77,0.88,0.96,0.735,18.2,25.7,3.4,0.45,1
2023-02-14 17:02:44,18,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0709,31.9,59.4,4.6,0.57,0
2023-02-14 17:02:45,19,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.563,8.9,80.3,1.6,0.16,1
2023-02-14 17:02:46,20,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.817,16.6,69.1,5.3,0.17,0
2023-02-14 17:02:47,21,TC,0.0,Fuzzy,Padrão B,1.18,1.24,1.27,0.023,14.5,12.7,12.7,12.7,12.7,0.64,0.83,0.93,0.684,28.1,99.9,2.2,0.63,1
2023-02-14 17:02:48,22,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.45,38.3,76.5,3.7,0.83,0
2023-02-14 17:02:49,23,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0796,14.6,81.9,4.3,0.34,1
2023-02-14 17:02:50,24,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.815,20.1,16.9,8.9,0.16,0
2023-02-14 17:02:51,25,TC,0.0,Fuzzy,Padrão B,1.18,1.23,1.27,0.025,14.5,12.7,12.7,12.7,12.7,0.62,0.81,0.94,0.981,39.7,97.5,1.4,0.84,1
2023-02-14 17:02:52,26,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.003,4.86,4.24,4.24,4.24,4.24,0.94,0.98,0.99,0.0768,32.6,69.2,8.3,0.57,1
2023-02-14 17:02:53,27,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.29,0.0019,4.86,4.24,4.24,4.24,4.24,0.96,0.98,1.0,0.0756,27.5,71.3,8.7,0.28,1
2023-02-14 17:02:54,28,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.44,18.8,53.7,0.4,0.53,0
2023-02-14 17:02:55,29,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0729,7.4,93.2,5.0,0.16,1
2023-02-14 17:02:56,30,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.796,40.4,59.1,6.8,0.65,0
2023-02-14 17:02:57,31,TC,0.0,Fuzzy,Padrão B,1.2,1.25,1.27,0.016,14.5,12.7,12.7,12.7,12.7,0.71,0.86,0.95,0.698,34.0,31.2,8.0,0.5,1
2023-02-14 17:02:58,32,TC,0.0,Fuzzy,Padrão B,1.22,1.26,1.27,0.012,14.5,12.7,12.7,12.7,12.7,0.77,0.9,0.96,0.734,22.2,31.4,6.2,0.41,1
2023-02-14 17:02:59,33,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0754,7.1,65.2,1.9,0.16,1
2023-02-14 17:03:00,34,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.811,22.0,73.6,0.5,0.63,0
2023-02-14 17:03:01,35,TC,0.0,Fuzzy,Padrão B,1.19,1.23,1.27,0.021,14.5,12.7,12.7,12.7,12.7,0.67,0.82,0.94,0.918,33.2,61.0,3.3,0.75,1
2023-02-14 17:03:02,36,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0027,4.86,4.24,4.24,4.24,4.24,0.95,0.98,0.99,0.0892,34.1,78.2,1.9,0.84,1
2023-02-14 17:03:03,37,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.44,5.2,25.8,9.1,0.16,0
2023-02-14 17:03:04,38,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.073,3.7,89.8,3.2,0.16,1
2023-02-14 17:03:05,39,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.82,35.6,90.1,8.2,0.63,0
2023-02-14 17:03:06,40,TC,0.0,Fuzzy,Padrão B,1.25,1.27,1.28,0.007,14.5,12.7,12.7,12.7,12.7,0.86,0.94,0.97,0.631,11.9,46.4,2.5,0.24,1
2023-02-14 17:03:07,41,TC,0.0,Fuzzy,Padrão A,1.25,1.26,1.27,0.0062,16.4,14.3,14.3,14.3,14.3,0.86,0.9,0.94,2.21,20.1,43.9,0.8,0.56,1
2023-02-14 17:03:08,42,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.821,27.3,86.1,2.3,0.63,0
2023-02-14 17:03:09,43,TC,0.0,Fuzzy,Padrão B,1.23,1.26,1.28,0.012,14.5,12.7,12.7,12.7,12.7,0.82,0.91,0.98,0.593,15.6,71.9,4.4,0.31,1
2023-02-14 17:03:10,44,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.002,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0803,13.7,13.1,4.5,0.32,1
2023-02-14 17:03:11,45,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0706,25.4,2.4,8.3,0.19,0
2023-02-14 17:03:12,46,TC,0.0,Fuzzy,Padrão B,1.18,1.23,1.27,0.025,14.5,12.7,12.7,12.7,12.7,0.62,0.81,0.94,0.973,36.3,7.6,0.6,0.84,1
2023-02-14 17:03:13,47,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.002,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0687,20.6,69.9,4.5,0.38,1
2023-02-14 17:03:14,48,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.071,7.4,17.1,9.7,0.16,0
2023-02-14 17:03:15,49,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.564,3.5,89.4,6.3,0.16,1
2023-02-14 17:03:16,50,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.819,30.7,72.9,1.2,0.72,0
2023-02-14 17:03:17,51,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,0.047,16.4,11.8,13.5,15.5,15.8,0.74,0.82,0.89,2.67,4.8,19.2,4.0,0.18,0
2023-02-14 17:03:18,52,ToU,0.75,Fuzzy,Padrão B,0.999,1.09,1.15,0.039,14.5,12.2,13.3,14.8,13.8,0.69,0.81,0.89,0.69,23.0,0.2,2.0,0.5,1
2023-02-14 17:03:19,53,ToU,0.75,Fuzzy,Padrão B,1.02,1.1,1.15,0.039,14.5,12.2,13.1,14.6,13.8,0.9,0.94,0.98,0.731,1.4,68.5,1.2,0.16,1
2023-02-14 17:03:20,54,ToU,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,3.65,3.99,4.1,4.04,0.96,0.98,0.99,0.0702,26.8,51.5,1.4,0.63,0
2023-02-14 17:03:21,55,ToU,0.25,Fuzzy,Padrão B,1.18,1.21,1.23,0.015,14.5,12.2,13.4,14.7,13.8,0.91,0.95,0.97,0.649,10.6,56.7,9.6,0.16,1
2023-02-14 17:03:22,56,ToU,0.75,Fuzzy,Padrão C,1.07,1.13,1.15,0.024,4.86,3.59,3.71,4.05,4.04,0.93,0.96,0.98,0.105,36.1,30.1,7.9,0.51,1
2023-02-14 17:03:23,57,ToU,0.25,Fuzzy,Padrão B,1.11,1.17,1.21,0.026,14.5,12.3,13.2,14.4,13.8,0.59,0.76,0.87,0.879,35.6,58.8,0.4,0.84,1
2023-02-14 17:03:24,58,ToU,1.0,Fuzzy,Padrão A,1.07,1.15,1.24,0.05,16.4,12.0,13.3,14.6,15.8,0.72,0.81,0.87,2.35,38.0,70.9,1.4,0.84,1
2023-02-14 17:03:25,59,ToU,0.25,No_fuzzy,Padrão C,1.21,1.22,1.23,0.0077,4.86,3.59,3.74,4.06,4.04,0.94,0.96,0.99,0.0897,4.0,24.1,3.6,0.17,0
2023-02-14 17:03:26,60,ToU,1.0,No_fuzzy,Padrão C,0.988,1.07,1.11,0.041,4.86,3.59,3.74,4.09,4.04,0.93,0.96,0.98,0.0875,16.6,67.4,0.2,0.47,0
2023-02-14 17:03:27,61,ToU,0.5,Fuzzy,Padrão B,1.07,1.14,1.18,0.032,14.5,12.2,13.2,14.8,13.8,0.71,0.85,0.93,0.775,24.1,7.7,5.0,0.47,1
2023-02-14 17:03:28,62,ToU,0.25,No_fuzzy,Padrão C,1.21,1.22,1.23,0.0077,4.86,3.59,3.74,4.06,4.04,0.94,0.96,0.99,0.0898,16.0,66.3,1.6,0.45,0
2023-02-14 17:03:29,63,ToU,1.0,No_fuzzy,Padrão C,0.988,1.07,1.11,0.041,4.86,3.59,3.74,4.09,4.04,0.93,0.96,0.98,0.0873,21.9,94.4,7.4,0.18,0
2023-02-14 17:03:30,64,ToU,0.5,Fuzzy,Padrão B,1.05,1.13,1.17,0.035,14.5,12.2,13.2,14.6,13.8,0.48,0.74,0.89,0.713,38.1,1.0,2.9,0.84,1
2023-02-14 17:03:31,65,ToU,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,13.7,15.1,16.7,15.8,0.81,0.87,0.91,2.44,39.1,11.3,5.6,0.67,0
2023-02-14 17:03:32,66,ToU,0.5,Fuzzy,Padrão A,1.14,1.19,1.24,0.027,16.4,12.0,13.5,15.1,15.8,0.77,0.86,0.93,2.32,35.6,25.9,3.9,0.64,1
2023-02-14 17:03:33,67,ToU,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0015,4.86,3.79,4.0,4.1,4.04,0.97,0.98,0.99,0.0759,11.7,73.5,3.9,0.26,1
2023-02-14 17:03:34,68,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,0.047,16.4,11.8,13.5,15.5,15.8,0.74,0.82,0.89,2.71,17.3,66.6,2.3,0.49,0
2023-02-14 17:03:35,69,ToU,0.75,Fuzzy,Padrão B,1.01,1.09,1.15,0.048,14.5,12.2,13.3,14.8,13.8,0.87,0.93,0.97,0.756,11.2,29.3,0.3,0.21,1
2023-02-14 17:03:36,70,ToU,0.25,No_fuzzy,Padrão B,1.1,1.17,1.2,0.025,14.5,12.2,13.6,15.3,13.8,0.5,0.76,0.87,0.763,6.2,62.1,6.1,0.16,0
2023-02-14 17:03:37,71,ToU,0.5,Fuzzy,Padrão A,1.11,1.19,1.24,0.032,16.4,11.8,13.7,16.2,15.8,0.76,0.84,0.92,2.47,38.9,55.6,1.8,0.84,1
2023-02-14 17:03:38,72,ToU,0.75,Fuzzy,Padrão B,1.0,1.09,1.15,0.035,14.5,12.2,13.3,14.8,13.8,0.79,0.87,0.94,0.713,25.2,25.1,6.9,0.39,1
2023-02-14 17:03:39,73,ToU,0.25,No_fuzzy,Padrão A,1.18,1.22,1.24,0.015,16.4,12.0,13.5,15.5,15.8,0.7,0.84,0.92,2.5,6.7,91.9,7.1,0.17,0
2023-02-14 17:03:40,74,ToU,0.75,Fuzzy,Padrão B,1.02,1.1,1.15,0.034,14.5,12.2,13.1,14.6,13.8,0.88,0.92,0.96,0.725,19.5,55.3,6.2,0.25,1
2023-02-14 17:03:41,75,ToU,0.25,No_fuzzy,Padrão A,1.18,1.22,1.24,0.015,16.4,12.0,13.5,15.5,15.8,0.7,0.84,0.92,2.5,29.7,55.2,6.3,0.49,0
2023-02-14 17:03:42,76,ToU,0.75,Fuzzy,Padrão B,0.993,1.09,1.15,0.036,14.5,12.2,13.1,14.5,13.8,0.48,0.7,0.85,0.738,39.9,94.9,1.4,0.84,1
2023-02-14 17:03:43,77,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,0.047,16.4,11.8,13.5,15.5,15.8,0.74,0.82,0.89,2.67,10.3,25.2,1.2,0.18,0
2023-02-14 17:03:44,78,ToU,0.75,Fuzzy,Padrão B,0.993,1.09,1.15,0.036,14.5,12.2,13.1,14.5,13.8,0.48,0.7,0.85,0.733,40.7,46.4,1.5,0.84,1
2023-02-14 17:03:45,79,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,0.047,16.4,11.8,13.5,15.5,15.8,0.74,0.82,0.89,2.66,40.0,71.1,3.9,0.83,0
2023-02-14 17:03:46,80,ToU,0.75,Fuzzy,Padrão B,1.02,1.1,1.15,0.035,14.5,12.2,13.2,14.6,13.8,0.85,0.92,0.96,0.716,12.4,76.4,2.2,0.27,1
2023-02-14 17:03:47,81,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,0.047,16.4,11.8,13.5,15.5,15.8,0.74,0.82,0.89,2.72,14.6,85.4,7.3,0.17,0
2023-02-14 17:03:48,82,ToU,0.75,Fuzzy,Padrão B,1.01,1.1,1.15,0.038,14.5,12.2,13.2,14.8,13.8,0.9,0.94,0.97,0.735,9.5,36.7,1.6,0.17,1
2023-02-14 17:03:49,83,ToU,0.25,No_fuzzy,Padrão A,1.18,1.22,1.24,0.015,16.4,12.0,13.5,15.5,15.8,0.7,0.84,0.92,2.5,0.4,59.8,1.4,0.16,0
2023-02-14 17:03:50,84,ToU,0.75,Fuzzy,Padrão B,1.01,1.08,1.15,0.039,14.5,12.2,13.4,14.6,13.8,0.79,0.88,0.92,0.797,21.3,35.1,4.1,0.36,1
2023-02-14 17:03:51,85,ToU,0.5,Fuzzy,Padrão A,1.13,1.22,1.26,0.03,16.4,11.7,13.2,15.9,15.8,0.93,0.95,0.96,2.46,16.7,64.3,5.9,0.17,1
2023-02-14 17:03:52,86,ToU,0.75,Fuzzy,Padrão C,1.06,1.13,1.15,0.031,4.86,3.59,3.73,4.11,4.04,0.93,0.96,0.98,0.0875,9.8,69.9,2.6,0.17,1
2023-02-14 17:03:53,87,ToU,0.5,Fuzzy,Padrão B,1.05,1.13,1.17,0.035,14.5,12.2,13.2,14.6,13.8,0.48,0.74,0.89,0.713,39.4,39.8,0.4,0.84,1
2023-02-14 17:03:54,88,ToU,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,13.7,15.1,16.7,15.8,0.81,0.87,0.91,2.44,30.5,94.7,3.7,0.62,0
2023-02-14 17:03:55,89,ToU,0.5,Fuzzy,Padrão A,1.14,1.19,1.25,0.027,16.4,12.0,13.6,15.1,15.8,0.82,0.89,0.93,2.73,25.2,36.0,4.0,0.5,1
2023-02-14 17:03:56,90,ToU,0.25,Fuzzy,Padrão C,1.2,1.23,1.24,0.0092,4.86,3.59,3.74,4.11,4.04,0.94,0.96,0.99,0.0944,38.6,41.6,6.9,0.63,1
2023-02-14 17:03:57,91,ToU,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.006,14.5,13.0,14.2,15.5,13.8,0.9,0.96,0.98,0.545,15.9,27.0,7.5,0.17,1
2023-02-14 17:03:58,92,ToU,0.25,No_fuzzy,Padrão A,1.18,1.22,1.24,0.015,16.4,12.0,13.5,15.5,15.8,0.7,0.84,0.92,2.49,24.0,7.1,8.2,0.17,0
2023-02-14 17:03:59,93,ToU,0.75,Fuzzy,Padrão B,1.01,1.1,1.15,0.038,14.5,12.2,13.2,14.8,13.8,0.9,0.94,0.97,0.727,10.8,37.2,6.9,0.17,1
2023-02-14 17:04:00,94,ToU,0.25,No_fuzzy,Padrão A,1.18,1.22,1.24,0.015,16.4,12.0,13.5,15.5,15.8,0.7,0.84,0.92,2.5,0.6,40.6,7.1,0.17,0
2023-02-14 17:04:01,95,ToU,0.75,Fuzzy,Padrão B,0.995,1.08,1.14,0.04,14.5,12.2,13.2,14.8,13.8,0.62,0.76,0.9,0.73,36.5,52.7,3.5,0.71,1
2023-02-14 17:04:02,96,ToU,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,3.65,3.99,4.1,4.04,0.96,0.98,0.99,0.0707,1.2,68.5,8.8,0.16,0
2023-02-14 17:04:03,97,ToU,0.25,Fuzzy,Padrão B,1.18,1.21,1.23,0.014,14.5,12.2,13.3,14.8,13.8,0.9,0.95,0.98,0.582,8.5,76.9,7.1,0.17,1
2023-02-14 17:04:04,98,ToU,0.75,Fuzzy,Padrão C,1.06,1.13,1.15,0.031,4.86,3.59,3.73,4.11,4.04,0.93,0.96,0.98,0.0843,24.6,23.2,8.5,0.18,1
2023-02-14 17:04:05,99,ToU,0.5,Fuzzy,Padrão B,1.11,1.16,1.19,0.025,14.5,12.2,13.2,14.6,13.8,0.91,0.95,0.97,0.65,8.6,69.3,0.8,0.16,1
2023-02-14 17:04:06,100,ToU,0.75,Fuzzy,Padrão B,1.01,1.09,1.15,0.04,14.5,12.2,13.2,14.7,13.8,0.81,0.89,0.93,0.782,13.4,28.0,3.5,0.33,1
2023-02-15 18:02:40,1,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.002,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0767,12.1,78.4,1.9,0.25,1
2023-02-15 18:02:41,2,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.817,8.3,64.3,5.5,0.16,0
2023-02-15 18:02:42,3,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.006,14.5,12.7,12.7,12.7,12.7,0.9,0.96,0.98,0.551,12.9,7.9,6.7,0.17,1
2023-02-15 18:02:43,4,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0022,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0778,9.7,69.7,3.2,0.17,1
2023-02-15 18:02:44,5,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.82,37.4,45.4,3.4,0.74,0
2023-02-15 18:02:45,6,TC,0.0,Fuzzy,Padrão B,1.25,1.27,1.28,0.0068,14.5,12.7,12.7,12.7,12.7,0.89,0.95,0.97,0.565,17.5,0.8,7.8,0.19,1
2023-02-15 18:02:46,7,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0023,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.081,14.7,7.6,7.1,0.18,1
2023-02-15 18:02:47,8,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0022,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0769,13.4,97.0,7.7,0.17,1
2023-02-15 18:02:48,9,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.815,29.9,77.9,0.1,0.66,0
2023-02-15 18:02:49,10,TC,0.0,Fuzzy,Padrão B,1.22,1.25,1.27,0.015,14.5,12.7,12.7,12.7,12.7,0.78,0.89,0.96,0.63,21.1,19.6,4.0,0.38,1
2023-02-15 18:02:50,11,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0025,4.86,4.24,4.24,4.24,4.24,0.96,0.98,0.99,0.0891,39.2,94.9,3.5,0.83,1
2023-02-15 18:02:51,12,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.56,17.9,80.4,5.2,0.16,1
2023-02-15 18:02:52,13,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.812,2.1,68.4,1.2,0.16,0
2023-02-15 18:02:53,14,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0055,14.5,12.7,12.7,12.7,12.7,0.91,0.96,0.99,0.561,4.8,71.0,4.7,0.16,1
2023-02-15 18:02:54,15,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,12.7,12.7,0.58,0.79,0.91,0.816,32.2,68.8,6.2,0.75,0
2023-02-15 18:02:55,16,TC,0.0,Fuzzy,Padrão B,1.21,1.25,1.27,0.017,14.5,12.7,12.7,12.7,12.7,0.73,0.87,0.94,0.692,33.3,2.1,8.2,0.49,1
2023-02-15 18:02:56,17,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0027,4.86,4.24,4.24,4.24,4.24,0.95,0.98,0.99,0.088,36.8,28.0,3.0,0.84,1
2023-02-15 18:02:57,18,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,14.3,14.3,0.81,0.87,0.91,2.44,2.0,3.0,2.0,0.16,0
2023-02-15 18:02:58,19,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,4.24,4.24,0.97,0.98,0.99,0.0768,0.3,86.3,0.2,0.16,1
