Unnamed: 0,casa,tarifa,alfa,conf_tip,cargas,fit_min,fit_med,fit_max,std_dev,consumo,custo_med,target,conf_med %,t_med,temp,umidade,humor,omega,rel_alt
2022-07-15 16:07:30,20,Fixa,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0751,4.4,9.7,1.9,0.16,0
2022-07-15 16:07:31,21,Fixa,0.0,Fuzzy,Padrão B,1.2,1.25,1.27,0.018,14.5,12.7,12.7,0.87,0.748,37.7,59.5,8.3,0.5,1
2022-07-15 16:07:32,22,Fixa,0.0,Fuzzy,Padrão B,1.2,1.25,1.28,0.015,14.5,12.7,12.7,0.88,0.756,39.4,31.2,8.8,0.5,1
2022-07-15 16:07:33,23,Fixa,0.0,Fuzzy,Padrão B,1.21,1.24,1.27,0.018,14.5,12.7,12.7,0.83,0.873,34.4,29.9,6.6,0.63,1
2022-07-15 16:07:34,24,Fixa,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.005,14.5,12.7,12.7,0.96,0.659,17.0,0.0,7.4,0.19,1
2022-07-15 16:07:35,25,Fixa,0.0,Fuzzy,Padrão A,1.26,1.27,1.28,0.0034,16.4,14.3,14.3,0.95,2.17,15.3,80.4,7.9,0.17,1
2022-07-15 16:07:36,26,Fixa,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0792,4.6,16.6,8.2,0.16,0
2022-07-15 16:07:37,27,Fixa,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0068,14.5,12.7,12.7,0.96,0.623,2.8,24.7,0.9,0.16,1
2022-07-15 16:07:38,28,Fixa,0.0,Fuzzy,Padrão B,1.14,1.22,1.26,0.025,14.5,12.7,12.7,0.76,1.07,34.0,35.1,2.5,0.84,1
2022-07-15 16:07:39,29,Fixa,0.0,Fuzzy,Padrão B,1.18,1.23,1.26,0.022,14.5,12.7,12.7,0.82,0.973,27.7,59.4,1.7,0.63,1
2022-07-15 16:07:40,30,Fixa,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0664,16.6,40.5,3.5,0.45,1
2022-07-15 16:07:41,31,Fixa,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.58,39.1,44.4,3.5,0.71,0
2022-07-15 16:07:42,32,Fixa,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.086,15.6,3.9,6.9,0.18,1
2022-07-15 16:07:43,33,Fixa,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0018,4.86,4.24,4.24,0.98,0.0865,6.3,11.7,0.2,0.16,1
2022-07-15 16:07:44,34,Fixa,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,0.79,0.858,22.3,52.7,5.5,0.42,0
2022-07-15 16:07:45,35,Fixa,0.0,Fuzzy,Padrão B,1.21,1.25,1.28,0.016,14.5,12.7,12.7,0.87,0.914,28.9,45.1,4.2,0.6,1
2022-07-15 16:07:46,36,Fixa,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0739,35.5,29.8,7.7,0.53,0
2022-07-15 16:07:47,37,Fixa,0.0,Fuzzy,Padrão B,1.22,1.25,1.28,0.014,14.5,12.7,12.7,0.89,0.646,15.0,13.4,3.0,0.41,1
2022-07-15 16:07:48,38,Fixa,0.0,Fuzzy,Padrão B,1.26,1.28,1.28,0.005,14.5,12.7,12.7,0.96,0.717,18.1,29.9,8.8,0.16,1
2022-07-15 16:07:49,39,Fixa,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,0.79,0.958,6.1,43.8,2.0,0.16,0
2022-07-15 16:07:50,40,Fixa,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0053,14.5,12.7,12.7,0.95,0.766,13.3,68.9,9.4,0.17,1
2022-07-15 16:07:51,41,Fixa,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.126,39.7,62.9,4.3,0.65,0
2022-07-15 16:07:52,42,Fixa,0.0,Fuzzy,Padrão B,1.2,1.25,1.27,0.016,14.5,12.7,12.7,0.86,1.15,39.8,16.5,8.0,0.5,1
2022-07-15 16:07:53,43,Fixa,0.0,Fuzzy,Padrão B,1.19,1.23,1.27,0.02,14.5,12.7,12.7,0.81,0.935,38.6,77.8,1.3,0.84,1
2022-07-15 16:07:54,44,Fixa,0.0,Fuzzy,Padrão A,1.25,1.26,1.28,0.0069,16.4,14.3,14.3,0.92,2.48,24.1,18.5,4.8,0.48,1
2022-07-15 16:07:55,45,Fixa,0.0,Fuzzy,Padrão A,1.23,1.26,1.27,0.0087,16.4,14.3,14.3,0.9,2.63,30.9,74.6,9.0,0.52,1
2022-07-15 16:07:56,46,Fixa,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,0.023,14.5,12.7,12.7,0.79,0.826,37.6,53.6,7.1,0.61,0
2022-07-15 16:07:57,47,Fixa,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0062,14.5,12.7,12.7,0.95,0.579,14.2,49.8,8.5,0.18,1
