Unnamed: 0,casa,tarifa,alfa,conf_tip,cargas,fit_min,fit_med,fit_max,std_dev,consumo,custo_med,target,conf_med %,t_med,temp,umidade,humor,omega,rel_alt
2023-05-01,69,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0952,9.9,95.0,7.1,0.17,0
2023-05-01,70,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,746.0,14.7,34.0,9.3,0.17,0
2023-05-01,71,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0969,38.6,6.8,9.2,0.5,0
2023-05-01,72,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,0.73,26.8,15.5,5.3,0.5,0
2023-05-01,73,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0953,3.6,77.3,7.0,0.18,0
2023-05-01,74,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,766.0,28.2,47.7,6.6,0.43,0
2023-05-01,75,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,102.0,20.4,39.2,7.7,0.25,0
2023-05-01,76,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,764.0,24.9,31.2,8.3,0.18,0
2023-05-01,77,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,101.0,4.3,37.7,3.2,0.16,0
2023-05-01,78,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,804.0,11.9,70.0,6.6,0.17,0
2023-05-01,79,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,109.0,15.9,20.4,7.7,0.17,0
2023-05-01,80,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,854.0,38.2,64.4,0.5,0.84,0
2023-05-01,81,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0951,23.8,67.3,7.4,0.28,0
2023-05-01,82,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,776.0,37.2,66.2,0.0,0.84,0
2023-05-01,83,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.1,5.9,53.3,6.3,0.16,0
2023-05-01,84,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,724.0,9.7,13.4,4.9,0.17,0
2023-05-01,85,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0985,14.8,81.1,8.5,0.17,0
2023-05-01,86,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,741.0,17.0,86.1,3.0,0.48,0
2023-05-01,87,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0983,28.2,53.6,1.4,0.63,0
2023-05-01,88,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,0.81,13.1,94.9,2.3,0.31,0
2023-05-01,89,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,101.0,3.3,13.1,9.2,0.16,0
2023-05-01,90,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,833.0,14.9,74.4,10.0,0.17,0
2023-05-01,91,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0953,25.0,6.1,2.1,0.51,0
2023-05-01,92,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,0.9,30.6,6.9,7.1,0.5,0
2023-05-01,93,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0995,24.4,28.1,7.5,0.29,0
2023-05-01,94,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,1.44,8.0,12.8,5.2,0.16,0
2023-05-01,95,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,262.0,41.0,68.2,6.0,0.77,0
2023-05-01,96,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,1.78,3.1,20.3,9.9,0.16,0
2023-05-01,97,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,201.0,29.9,87.8,2.8,0.66,0
2023-05-01,98,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,769.0,33.1,82.6,8.6,0.58,0
2023-05-01,99,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,106.0,19.4,62.3,8.7,0.16,0
2023-05-01,100,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,1.43,30.8,63.2,1.8,0.73,0
2023-05-02,1,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0784,19.0,50.4,1.4,0.53,0
2023-05-02,2,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0067,14.5,12.7,12.7,0.96,572.0,6.8,83.7,9.1,0.16,1
2023-05-02,3,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0846,38.6,20.5,2.5,0.84,0
2023-05-02,4,TC,0.0,Fuzzy,Padrão B,1.22,1.26,1.27,15.0,14.5,12.7,12.7,0.89,1.04,20.9,74.4,4.4,0.41,1
2023-05-02,5,TC,0.0,Fuzzy,Padrão B,1.21,1.24,1.27,15.0,14.5,12.7,12.7,0.86,1.35,26.6,36.9,2.0,0.53,1
2023-05-02,6,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,129.0,12.8,76.2,8.1,0.17,0
2023-05-02,7,TC,0.0,Fuzzy,Padrão B,1.18,1.24,1.28,23.0,14.5,12.7,12.7,0.83,1.11,33.5,34.5,6.8,0.61,1
2023-05-02,8,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0062,14.5,12.7,12.7,0.95,0.8,24.0,26.8,9.5,0.17,1
2023-05-02,9,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,1.18,33.8,59.7,1.7,0.83,0
2023-05-02,10,TC,0.0,Fuzzy,Padrão B,1.18,1.24,1.27,22.0,14.5,12.7,12.7,0.84,1.8,36.9,17.6,6.7,0.63,1
2023-05-02,11,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0016,4.86,4.24,4.24,0.98,144.0,21.4,84.0,7.4,0.18,1
2023-05-02,12,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0018,4.86,4.24,4.24,0.98,107.0,7.8,17.0,0.1,0.16,1
2023-05-02,13,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,1.31,13.9,30.1,4.6,0.3,0
2023-05-02,14,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0068,14.5,12.7,12.7,0.96,1.14,8.8,69.8,9.3,0.16,1
2023-05-02,15,TC,0.0,Fuzzy,Padrão B,1.18,1.24,1.27,24.0,14.5,12.7,12.7,0.83,1.29,24.5,72.9,0.8,0.64,1
2023-05-02,16,TC,0.0,Fuzzy,Padrão A,1.24,1.26,1.27,0.0072,16.4,14.3,14.3,0.9,3.53,38.0,55.4,4.6,0.64,1
2023-05-02,17,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,2.0,4.86,4.24,4.24,0.98,0.0783,11.3,71.0,2.1,0.21,1
2023-05-02,18,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,927.0,28.9,58.4,8.4,0.35,0
2023-05-02,19,TC,0.0,Fuzzy,Padrão B,1.25,1.27,1.28,0.0087,14.5,12.7,12.7,0.93,657.0,26.3,78.1,7.1,0.3,1
2023-05-02,20,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0022,4.86,4.24,4.24,0.98,0.0871,36.2,5.8,9.6,0.5,1
2023-05-02,21,TC,0.0,Fuzzy,Padrão A,1.22,1.25,1.27,0.0094,16.4,14.3,14.3,0.89,2.56,37.6,83.5,10.0,0.65,1
2023-05-02,22,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,825.0,1.8,36.5,9.2,0.16,0
2023-05-02,23,TC,0.0,Fuzzy,Padrão B,1.22,1.26,1.28,12.0,14.5,12.7,12.7,0.9,757.0,14.6,65.0,3.7,0.39,1
2023-05-02,24,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.7,31.5,26.9,3.7,0.68,0
2023-05-02,25,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0018,4.86,4.24,4.24,0.98,0.0796,2.8,90.6,5.0,0.16,1
2023-05-02,26,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,0.89,31.1,50.4,9.0,0.46,0
2023-05-02,27,TC,0.0,Fuzzy,Padrão B,1.23,1.25,1.27,14.0,14.5,12.7,12.7,0.87,795.0,19.2,32.3,2.2,0.5,1
2023-05-02,28,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,2.0,4.86,4.24,4.24,0.98,82.0,28.8,10.1,5.1,0.53,1
2023-05-02,29,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.65,7.3,50.2,3.0,0.16,0
2023-05-02,30,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0636,15.8,70.2,2.3,0.44,1
2023-05-02,31,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.5,5.1,75.7,9.7,0.16,0
2023-05-02,32,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0788,21.5,93.7,8.5,0.18,1
2023-05-02,33,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0736,23.7,28.0,5.9,0.46,1
2023-05-02,34,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0798,13.8,72.2,9.2,0.18,1
2023-05-02,35,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0016,4.86,4.24,4.24,0.98,0.0764,14.4,23.3,8.3,0.18,1
2023-05-02,36,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.47,18.7,35.9,0.8,0.5,0
2023-05-02,37,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0817,13.5,3.2,7.4,0.17,1
2023-05-02,38,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0018,4.86,4.24,4.24,0.98,0.0822,6.0,14.6,0.4,0.16,1
2023-05-02,39,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,852.0,28.1,69.2,6.6,0.39,0
2023-05-02,40,TC,0.0,Fuzzy,Padrão B,1.21,1.25,1.27,15.0,14.5,12.7,12.7,0.88,709.0,30.7,56.2,8.3,0.45,1
2023-05-02,41,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,854.0,15.7,83.2,7.9,0.17,0
2023-05-02,42,TC,0.0,Fuzzy,Padrão B,1.21,1.25,1.27,17.0,14.5,12.7,12.7,0.88,768.0,20.8,61.9,4.2,0.45,1
2023-05-02,43,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0798,21.0,72.1,7.9,0.17,1
2023-05-02,44,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0802,7.6,91.1,0.7,0.16,1
2023-05-02,45,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,0.83,39.4,15.4,8.5,0.5,0
2023-05-02,46,TC,0.0,Fuzzy,Padrão B,1.2,1.24,1.27,16.0,14.5,12.7,12.7,0.85,882.0,37.2,1.5,5.2,0.65,1
2023-05-02,47,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,0.98,0.0868,3.4,23.2,3.3,0.16,1
2023-05-02,48,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,1.05,7.7,66.7,9.9,0.16,0
2023-05-02,49,TC,0.0,Fuzzy,Padrão B,1.19,1.24,1.27,18.0,14.5,12.7,12.7,0.86,1.04,36.0,53.8,5.7,0.64,1
2023-05-02,50,TC,0.0,Fuzzy,Padrão B,1.14,1.23,1.27,28.0,14.5,12.7,12.7,0.79,828.0,35.3,32.0,0.5,0.84,1
2023-05-02,51,ToU,1.0,No_fuzzy,Padrão B,925.0,1.03,1.11,57.0,14.5,13.3,13.8,0.72,813.0,11.0,50.4,4.9,0.19,0
2023-05-02,52,ToU,1.0,Fuzzy,Padrão A,1.07,1.15,1.24,0.05,16.4,13.3,15.8,0.9,2.51,19.4,13.3,4.0,0.38,1
2023-05-02,53,ToU,0.25,No_fuzzy,Padrão C,1.21,1.22,1.23,0.0077,4.86,3.74,4.04,0.96,0.0946,24.2,31.1,6.4,0.45,0
2023-05-02,54,ToU,1.0,No_fuzzy,Padrão C,988.0,1.07,1.11,41.0,4.86,3.74,4.04,0.96,0.0886,40.9,24.0,7.0,0.62,0
2023-05-02,55,ToU,0.5,Fuzzy,Padrão B,1.08,1.14,1.18,29.0,14.5,13.3,13.8,0.85,738.0,16.3,82.4,1.6,0.46,1
2023-05-02,56,ToU,0.75,Fuzzy,Padrão B,998.0,1.08,1.15,45.0,14.5,13.4,13.8,0.82,845.0,33.3,61.1,9.6,0.53,1
2023-05-02,57,ToU,0.75,No_fuzzy,Padrão A,1.07,1.17,1.25,47.0,16.4,13.5,15.8,0.82,2.8,9.2,92.5,2.0,0.16,0
2023-05-02,58,ToU,0.75,Fuzzy,Padrão B,1.0,1.09,1.15,42.0,14.5,13.3,13.8,0.85,0.74,23.1,16.0,5.8,0.45,1
2023-05-02,59,ToU,0.75,Fuzzy,Padrão B,995.0,1.09,1.14,38.0,14.5,13.2,13.8,0.8,842.0,23.2,76.6,0.3,0.64,1
2023-05-02,60,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,135.0,34.0,15.9,1.3,0.84,0
2023-05-02,61,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,962.0,31.7,90.6,4.0,0.7,0
2023-05-02,62,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,124.0,3.5,5.9,3.1,0.16,0
2023-05-02,63,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,884.0,37.2,65.6,9.6,0.63,0
2023-05-02,64,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,121.0,27.7,12.5,6.5,0.45,0
2023-05-02,65,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,846.0,18.3,1.8,2.7,0.5,0
2023-05-02,66,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,167.0,32.3,47.2,5.5,0.6,0
2023-05-02,67,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,881.0,39.8,82.2,0.5,0.84,0
2023-05-02,68,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,104.0,38.6,28.3,8.3,0.5,0
2023-05-02,69,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,0.74,15.4,65.8,8.7,0.17,0
2023-05-02,70,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0955,5.2,49.0,4.2,0.17,0
2023-05-02,71,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,734.0,41.0,71.1,0.2,0.84,0
2023-05-02,72,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0956,40.5,36.3,3.9,0.64,0
2023-05-02,73,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,729.0,23.3,97.8,3.8,0.54,0
2023-05-02,74,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0957,13.0,94.3,9.8,0.17,0
2023-05-02,75,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,742.0,14.3,7.6,2.4,0.38,0
2023-05-02,76,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0942,1.1,39.2,3.2,0.16,0
2023-05-02,77,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,727.0,34.3,25.1,8.0,0.5,0
2023-05-02,78,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0964,12.9,92.0,8.9,0.17,0
2023-05-02,79,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,727.0,0.3,58.1,0.2,0.16,0
2023-05-02,80,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,95.0,2.1,66.4,1.4,0.16,0
2023-05-02,81,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,735.0,10.7,26.7,4.3,0.21,0
2023-05-02,82,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0951,28.9,29.7,3.6,0.6,0
2023-05-02,83,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,726.0,7.1,67.7,8.5,0.16,0
2023-05-02,84,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0957,23.8,11.4,1.8,0.5,0
2023-05-02,85,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,734.0,28.1,61.0,5.2,0.5,0
2023-05-02,86,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0964,36.6,16.2,5.6,0.64,0
2023-05-02,87,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,871.0,14.8,72.8,0.3,0.4,0
2023-05-02,88,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,162.0,1.1,62.4,4.6,0.16,0
2023-05-02,89,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,784.0,7.5,73.5,6.3,0.16,0
2023-05-02,90,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,0.0991,39.0,60.5,6.2,0.66,0
2023-05-02,91,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,813.0,10.1,13.8,3.2,0.18,0
2023-05-02,92,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,114.0,40.7,24.6,0.7,0.84,0
2023-05-02,93,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,799.0,1.9,43.2,5.1,0.16,0
2023-05-02,94,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,132.0,7.4,57.2,3.7,0.17,0
2023-05-02,95,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,785.0,5.8,19.1,8.9,0.16,0
2023-05-02,96,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,101.0,28.4,98.8,4.3,0.45,0
2023-05-02,97,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,779.0,24.9,61.2,6.6,0.43,0
2023-05-02,98,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,101.0,21.6,7.0,2.1,0.5,0
2023-05-02,99,ToU,0.75,No_fuzzy,Padrão B,994.0,1.08,1.14,33.0,14.5,13.2,13.8,0.7,776.0,38.2,75.2,8.0,0.66,0
2023-05-02,100,ToU,0.5,No_fuzzy,Padrão C,1.13,1.18,1.19,18.0,4.86,3.73,4.04,0.96,103.0,34.1,59.7,8.9,0.5,0
2023-05-03,1,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0853,15.3,6.1,6.0,0.17,1
2023-05-03,2,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0029,4.86,4.24,4.24,0.98,0.0911,38.0,53.0,6.9,0.63,1
2023-05-03,3,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,872.0,5.9,26.3,8.2,0.16,0
2023-05-03,4,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0049,14.5,12.7,12.7,0.96,562.0,2.9,79.3,7.3,0.17,1
2023-05-03,5,TC,0.0,Fuzzy,Padrão B,1.22,1.25,1.27,14.0,14.5,12.7,12.7,0.86,803.0,35.5,40.6,8.1,0.5,1
2023-05-03,6,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0756,14.4,47.5,3.1,0.38,0
2023-05-03,7,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0067,14.5,12.7,12.7,0.96,568.0,7.4,92.4,8.2,0.16,1
2023-05-03,8,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0756,6.0,27.6,0.9,0.16,0
2023-05-03,9,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0059,14.5,12.7,12.7,0.96,576.0,19.4,93.8,8.7,0.16,1
2023-05-03,10,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0749,5.1,91.2,2.1,0.16,0
2023-05-03,11,TC,0.0,Fuzzy,Padrão B,1.2,1.25,1.27,15.0,14.5,12.7,12.7,0.86,755.0,39.7,14.0,9.4,0.5,1
2023-05-03,12,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,0.98,0.0859,38.5,55.3,9.9,0.5,1
2023-05-03,13,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,0.87,25.5,69.6,8.4,0.2,0
2023-05-03,14,TC,0.0,Fuzzy,Padrão B,1.22,1.26,1.28,14.0,14.5,12.7,12.7,0.9,809.0,28.9,69.7,9.0,0.39,1
2023-05-03,15,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,0.0791,29.4,52.7,5.5,0.54,0
2023-05-03,16,TC,0.0,Fuzzy,Padrão B,1.21,1.25,1.27,16.0,14.5,12.7,12.7,0.86,757.0,16.0,26.5,1.1,0.44,1
2023-05-03,17,TC,0.0,Fuzzy,Padrão A,1.24,1.26,1.27,0.0083,16.4,14.3,14.3,0.9,2.61,29.7,62.9,1.5,0.65,1
2023-05-03,18,TC,0.0,No_fuzzy,Padrão C,1.27,1.28,1.28,0.0021,4.86,4.24,4.24,0.98,105.0,28.9,84.8,6.3,0.46,0
2023-05-03,19,TC,0.0,Fuzzy,Padrão B,1.26,1.27,1.28,0.0048,14.5,12.7,12.7,0.96,764.0,19.1,32.3,9.0,0.16,1
2023-05-03,20,TC,0.0,Fuzzy,Padrão B,1.19,1.23,1.27,21.0,14.5,12.7,12.7,0.79,1.07,38.0,33.2,1.1,0.84,1
2023-05-03,21,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0016,4.86,4.24,4.24,0.98,0.0885,22.5,67.5,5.5,0.27,1
2023-05-03,22,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,863.0,17.3,8.6,1.9,0.48,0
2023-05-03,23,TC,0.0,Fuzzy,Padrão B,1.24,1.26,1.28,0.01,14.5,12.7,12.7,0.92,715.0,19.4,43.4,7.3,0.27,1
2023-05-03,24,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,0.0026,4.86,4.24,4.24,0.98,0.0934,36.5,3.8,0.5,0.84,1
2023-05-03,25,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.75,16.2,56.5,7.0,0.19,0
2023-05-03,26,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0019,4.86,4.24,4.24,0.98,118.0,26.0,43.9,6.1,0.49,1
2023-05-03,27,TC,0.0,No_fuzzy,Padrão B,1.16,1.22,1.26,23.0,14.5,12.7,12.7,0.79,1.12,23.6,81.2,1.2,0.64,0
2023-05-03,28,TC,0.0,Fuzzy,Padrão B,1.2,1.24,1.27,17.0,14.5,12.7,12.7,0.85,841.0,28.2,59.6,0.1,0.63,1
2023-05-03,29,TC,0.0,Fuzzy,Padrão C,1.27,1.28,1.28,2.0,4.86,4.24,4.24,0.98,0.0858,14.2,89.3,2.2,0.37,1
2023-05-03,30,TC,0.0,No_fuzzy,Padrão A,1.23,1.25,1.26,0.0091,16.4,14.3,14.3,0.87,2.83,35.0,68.2,6.1,0.77,0
2023-05-03,31,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0023,4.86,4.24,4.24,0.98,0.0991,20.7,85.6,7.0,0.18,1
2023-05-03,32,TC,0.0,Fuzzy,Padrão C,1.28,1.28,1.28,0.0016,4.86,4.24,4.24,0.98,0.0936,10.2,26.0,4.6,0.19,1
